EJERCICIO;GASTO/INGRESO;CAPITULO;ARTICULO;CONCEPTO;SUBCONCEPTO;DESCRIPCION CORTA;DESCRIPCION LARGA
2012;I;3;31;319;319118;Prest. Serv. RACI;Prestación Servicios RACI
2012;I;3;31;319;319318;Planeamiento Urbanístico;Planeamiento Urbanístico
2012;I;3;31;319;319319;Pres.serv. laboratorios;Prestación de Servicios en laboratorios
2012;I;3;31;319;319320;Pres.serv.invest.agroalim;Prestación servicios investigación agroalimentaria
2012;I;3;32;321;321006;Tasa 06-Vivienda proteg.;Tasa 06- Actuaciones en materia de vivienda protegida
2012;I;3;32;321;321027;Tasa 27-Lab.calidad edif;Tasa 27- Tasa por acreditación de laboratorios de ensayo para el control de calidad de la edificación
2012;I;3;32;322;322011;Tasa 11-S.Fac.Veterin.;Tasa 11- Tasa por servicios facultativos veterinarios
2012;I;3;32;322;322017;Tasa 17-S.Facult. montes;Tasa 17- Tasa por servicios facult. y advos en montes,aprovechamientosforestales y vías pecuarias
2012;I;3;32;322;322033;Tasa 33- Oc. tem vías pec;Tasa 33- Tasa por ocupación temporal de vías pecuarias y montes de titularidad de la Comunidad Autónoma
2012;I;3;32;326;326025;Tasa 25- Reg.Ppdad Intel.;Tasa 25- Tasa por servicios prestados por el Registro Territorial de la Propiedad Intelectual de Aragón
2012;I;3;32;327;327014;Tasa 14-S. Activ.industr.;Tasa 14- Tasa por servicios en materia de ordenación de actividades industriales, energéticas, metrología
2012;I;3;32;329;329001;Tasa 01-Direcc.,insp obra;Tasa 01- Tasa por dirección e inspección de obras
2012;I;3;32;329;329002;Tasa 02-Redacción proyec.;Tasa 02- Tasa por redacción de proyectos, confrontación y tasación de obras y proyectos
2012;I;3;32;329;329003;Tasa 03-S.Advos. informes;Tasa 03- Tasa por servicios administrativos, redac
2012;I;3;32;329;329004;Tasa 04-Espect. Públicos;Tasa 04- Por Autorizacones en materia de Espectáculos Públicos
2012;I;3;32;329;329005;Tasa 05-S. Mat. transport;Tasa-05 Tasa por servicios en materia de ordenación de los transportesterrestres por carretera y sus actividades auxiliares y               complementarias
2012;I;3;32;329;329006;Tasa 06-Act. viv protegid;Tasa 06- Actuaciones en materia de vivienda protegida
2012;I;3;32;329;329007;Tasa 07-Exped. cédula hab;Tasa 07- Tasa por servicios de expedición de la cédula de habitabilida
2012;I;3;32;329;329008;Tasa 08-Ocup. terrenos;Tasa 08-Tasa por ocupación de terrenos o utilización de Bienes de     Dominio Público
2012;I;3;32;329;329009;Tasa 09-S. facult. indust;Tasa 09-Tasa por servicios facultativos en materia de ordenación y    defensa de las industrias forestales, agrarias y alimentarias.
2012;I;3;32;329;329010;Tasa 10-S. facul. agronóm;Tasa 10-Tasa por servicios facultativos agronómicos
2012;I;3;32;329;329011;Tasa 11-S facul. veterina;Tasa 11 - Tasa por Servicios  facultativos veterinarios
2012;I;3;32;329;329012;Tasa 12-Ins. ctrol san. y;Tasa 12-Inspecciones y controles sanitarios oficiales de animales y   sus productos
2012;I;3;32;329;329013;Tasa 13-Aut, Ins. c. sani;Tasa 13-Tasa pro autorizaciones, inspecciones y otras actuaciones     en materia de centros y establecimientos sanitarios
2012;I;3;32;329;329014;Tasa 14-Ord. act ind, ene;Tasa 14-Tasa por servicios en materia de ordenación de actividades    industriales, energéticas, metrológicas, mineras y comerciales
2012;I;3;32;329;329015;Tasa 15-Serv. titulos aca;Tasa 15-Tasa por servicio de expedición de títulos académicos y       profesionales
2012;I;3;32;329;329016;Tasa 16-Expe licen caza;Tasa 16-Tasa por servicios de esxpedición de licencias y permisos     de caza y pesca
2012;I;3;32;329;329017;Tasa 17-S facul apr fores;Tasa 17-Tasa por servicios facultativos y administrativos en montes,  aprovechamientos forestales y vías pecuarias
2012;I;3;32;329;329018;Tasa 18-S Cons. Regulador;Tasa 18- Tasa por servicios de los Consejos Reguladores de las        denominaciones de origen e indicaciones geográficas protegidas de     productos agroalimentarios
2012;I;3;32;329;329019;Tasa 19-S Ad-Tec juego;Tasa 19-Prestación de Servicios Administrativos y Técnicos de juego
2012;I;3;32;329;329020;Tasa 20-Aut,Insp c farmac;Tasa 20-Tasa por autorizaciones, inspecciones y actuaciones en materiade centros y establecimientos farmaceúticos
2012;I;3;32;329;329021;Tasa 21-Aut.Insp c.SSocia;Tasa 21-Tasa por autorizaciones, inspecciones y actuaciones en materiade centros y establecimientos de Servicios Sociales
2012;I;3;32;329;329022;Tasa 22-Anun BOA;Tasa 22-Inserción anuncios en el Boletín Oficial de Aragón
2012;I;3;32;329;329023;Tasa 23-Ins.Pub. Aso,Fun,;Tasa 23-Inscripción y Publicidad de Asociaciones, Fundaciones,        Colegios Profesionales y Consejos de Colegios de Aragón
2012;I;3;32;329;329024;Tasa 24-D.examen p.selec;Tasa 24-Derechos de Examen pruebas selectivas para el ingreso         o promoción como personal funcionario o laboral en la Administración  de la Comunidad Autónoma
2012;I;3;32;329;329025;Tasa 25-S.Reg. P.Intelect;Tasa 25-Tasa por servicios prestados por el Registro Territorial de laPropiedad Intelectual de Aragón
2012;I;3;32;329;329026;Tasa 26-S.gestión cotos;Tasa 26-Tasa servicios de gestión de los cotos
2012;I;3;32;329;329027;Tasa 27-Ac. lab. ctrol ed;Tasa 27-Acreditación de laboratorios de ensayo para el control de la  calidad de la edificación
2012;I;3;32;329;329028;Tasa 28-S.Adm. p .m.amb;Tasa 28-Tasa por servicios adminsitrativos en materia de protección demedio ambiente
2012;I;3;32;329;329029;Tasa 29-S.Adm. con.biodiv;Tasa 29-Tasa por servicios administrativos en materia de conservación de la biodiversidad
2012;I;3;32;329;329030;Tasa 30-Insc Reg org gen;Tasa 30-Tasa por inscripciones en el Registro de organismos modificadogenéticamente
2012;I;3;32;329;329031;Tasa 31-S C.A.Ag.Ecológic;Tasa 31-Tasa por servicios prestados por le Comité Aragonés           de Agricultura Ecológica
2012;I;3;32;329;329032;Tasa 32-Act. s. radio tv;Tasa 32-Tasa por actuaciones administrativas relativas al servicio de radiodifución sonora y televisión de gestión indirecta privada
2012;I;3;32;329;329033;Tasa 33-Oc. vías pecuaria;Tasa 33-Tasa por ocupación temporal de vías pecuarias y concesión del uso privativo del dominio de titularidad de la Comunidad Autónoma      Aragón
2012;I;3;32;329;329034;Tasa 34-S.calif amb act.c;Tasa 34-Servicios administrativos para la calificación ambiental de   actividades clasificadas
2012;I;3;32;329;329035;Tasa 35- Eval ens.clinico;Tasa 35- Tasa por evaluación
2012;I;3;32;329;329036;Tasa 36-Sum. inf. medioam;Tasa 36-Suministro de información medioambiental en soporte           informático o telemático
2012;I;3;32;329;329037;Tasa 37-Dchos.ex ac FP;Tasa 37-Tasa por derechos de examen de pruebas de acceso a las        enseñanzas de Formación Profesional
2012;I;3;32;329;329038;Tasa 38-S. adm dil bastan;Tasa 38- Servicios administrativos en la emisión de diligencias de    bastanteo de podedes
2012;I;3;32;329;329039;Tasa 39-Inc p.obt tit.pos;Tasa39-Tasa por inscripción en las pruebas para la obtención de títulos postobligatorios y por inscripción en las pruebas de acceso a las enseñanzas postobligatorias.
2012;I;3;32;329;329040;Tasa 40-S.adm.act g tribu;Tasa 40-Tasa por servicioas administrativos derivados de las actuaciones de gestión tributaria
2012;I;3;33;330;330000;P. Públicos Lab. Agroalim;Precios Públicos del Laboratorio Agroalimentario
2012;I;3;33;330;330001;P. Públicos CTA;Precios Públicos del Centro Transferencia Agroalimenta
2012;I;3;33;330;330002;P. Públicos CForm INAEM;Precios Públicos de los Centros de Formación del                      INAEM
2012;I;3;33;330;330003;P.Públicos del CITA;Precios Públicos del Centro de Investigación y Tecnología             Agroalimentaria
2012;I;3;33;330;330004;P. Públicos Lab. Cal. Edi;Precios Públicos del Laboratorio para la Calidad de la Edificación
2012;I;3;33;330;330005;P.Públicos mat. deportes;Precios Públicos en materia de deportes
2012;I;3;33;330;330006;Instalaciones deportivas;Instalaciones deportivas
2012;I;3;33;330;330007;Actividades Deportivas;Actividades Deportivas
2012;I;3;33;330;330008;P.Públicos ord. territori;Precios Públicos Ordenación del territorio
2012;I;3;33;330;330009;Tratamiento fosas séptica;Tratamiento fosas sépticas
2012;I;3;33;330;330010;Serv. Invest. Biomé;Servicios de Investigación Biomédica
2012;I;3;33;332;332000;CENTROS DE SANIDAD ANIMAL;CENTROS DE SANIDAD ANIMAL
2012;I;3;33;332;332001;LABORATORIO AGROAMBIENTAL;LABORATORIO AGROAMBIENTAL
2012;I;3;33;332;332002;CENSYRA;CENSYRA
2012;I;3;33;332;332003;P.Públ. Lab. Agroaliment.;Precios Públicos del Laboratorio Agroalimentario
2012;I;3;33;332;332004;P.Públ. Ctro Transf. Agr.;Precios Públicos del Centro de Transferencia Agroalimentaria
2012;I;3;33;335;335000;P.Públ. Labor.Calidad Edi;Precios Públicos del Laboratorio para la Calidad en la Edificación
2012;I;3;37;370;370000;Casinos;Casinos
2012;I;3;37;370;370001;Bingos;Bingos
2012;I;3;37;370;370002;Máquinas recreativas;Máquinas recreativas
2012;I;3;37;370;370003;Loterías,rifas y c.aleat.;Loterías,rifas,boletos y combinaciones aleatorias
2012;I;3;37;370;370005;Loterias y apuest ON LINE;Loterías y apuestas ON LINE
2012;I;3;38;380;380000;Rein.ej.cer. de P y J;Reintegros ejercicios cerrados de Presidencia y Justicia
2012;I;3;38;380;380001;Rein.ej.cer. de H y AP;Reintegros ejercicios cerrados de Hacienda y Admón Pública
2012;I;3;38;380;380002;Rein.ej.cer de OP U V y T;Reintegros ejercicios cerrados de Obras Públicas, Urbanismo, Vivienda  y Transportes
2012;I;3;38;380;380003;Rein.ej.cer de A, G y MA;Reintegros ejercicios cerrados de Agricultura, Ganadería y Medio Ambiente
2012;I;3;38;380;380004;Rein.ej.cer de I e I;Reintegros ejercicios cerrados de Industria e Innovación
2012;I;3;38;380;380005;Rein.ej.cer de S, BS y F;Reintegros ejercicios cerrados de Sanidad, Bienestar Social y Familia
2012;I;3;38;380;380006;Rein.ej.cer  E, U, C y D;Reintegros ejercicios cerrados de Educación, Universidad, Cultura y Deporte
2012;I;3;38;380;380007;Rein.ej.cer de E y E;Reintegros ejercicios cerrados de Economía y Empleo
2012;I;3;38;380;380008;Rein.ej.cer de PT e I;Reintegros ejercicios cerrados de Poítica Territorial e Interior
2012;I;3;38;380;380009;Reint.ej.cerr. San BS y F;Reintegros ejercicios cerrados Sanidad, Bienestar Social y Familia
2012;I;3;38;380;380010;Reint.ej.cerr. I.A.S.S.;Reintegros ejercicios cerrados Instituto Aragonés d Servicios Sociales
2012;I;3;38;380;380012;Reint.ej.cerr. INAEM;Reintegros ejercicios cerrados Instituto Aragonés de Empleo
2012;I;3;38;380;380100;Reintegros ej. cerrados;Reintegros de ejercicios cerrados
2012;I;3;38;381;381000;Reint.ej.corr Pres y Just;Reintegros ejercicio corriente de Presidencia y Justicia
2012;I;3;38;381;381001;Reint.ej.corr Hac y AP;Reintegros ejercicio corriente de Hacienda y Administración Pública
2012;I;3;38;381;381002;Reint.ej.corr OP;Reintegros ejercicio corriente de Obras Públicas, Urbanismo, Vivienda y Transportes
2012;I;3;38;381;381003;Reint.ej.corr Ag,Gan y M.;Reintegros ejercicio corriente de Agricultura, Ganadería              y Medio Ambiente
2012;I;3;38;381;381004;Reint.ej.corr Ind e Inn;Reintegros ejercicio corriente de Industria e Innovación
2012;I;3;38;381;381005;Reint.ej.corr Sanidad;Reintegros ejercicio corriente de Sanidad, Bienestar Social y Familia
2012;I;3;38;381;381006;Reint.ej.corr Ed,Uni,C,D;Reintegros ejercicio corriente de Educación, Universidad, Cultura     y Deporte
2012;I;3;38;381;381007;Reint.ej.corr Eco y Emple;Reintegros ejercicio corriente de Economía y Empleo
2012;I;3;38;381;381008;Rein.ej.corr de PT e I;Reintegros ejercicio corriente de PolíticaTerritorial e Interior
2012;I;3;38;381;381010;Reint.Ppto.corr. I.A.S.S.;Reintegros Presupuesto corriente Instituto Aragonés Servicios Sociales
2012;I;3;38;381;381012;Reint.Ppto.corr.INAEM;Reintegros Presupuesto corriente Instituto Aragonés Empleo
2012;I;3;38;381;381015;Reint.Ppto.corr. I.A.J.;Reintegros Presupuesto corriente Instituto Aragonés de la Juventud
2012;I;3;38;381;381020;Del INAEM;Del INAEM
2012;I;3;38;381;381098;Reintegros pagos a justif;Reintegros de pagos a justificar
2012;I;3;38;381;381099;Otros reintegr ppto corr;Otros reintegros de Presupuesto corriente
2012;I;3;38;381;381100;Reintegros ej. coriente;Reintegros de ejercicio corriente
2012;I;3;39;390;390000;Costas sent. judiciales;Costas por sentencias judiciales
2012;I;3;39;390;390001;Daños carreteras;Daños carreteras
2012;I;3;39;390;390002;Ingresos por cursos;Ingresos por cursos
2012;I;3;39;391;391000;Daños en carreteras;
2012;I;3;39;393;393005;Curs. y otros San. BS y F;
2012;I;3;39;393;393007;Cursos  otros ing Ed, U,;Cursos y otros ingresos de Educación, Universidad, Cultura y Deporte
2012;I;3;39;393;393012;Cursos  otros ing PT e I;Cursos y otros ingresos de Política Territorial e Interior
2012;I;3;39;394;394000;Otros ingresos Ag. y MAmb;Otros ingresos de Agricultura y Medio Ambiente
2012;I;3;39;394;394005;OTROS INGRESOS;OTROS INGRESOS
2012;I;3;39;395;395000;Multas y sanc. de Pre y J;Multas y sanciones de Presidencia y Justicia
2012;I;3;39;395;395001;Multas y sanc. de Hc y AP;Multas y sanciones de Hacienda y Administración Pública
2012;I;3;39;395;395002;Multas y sanc OP, U, V, T;Multas y sanciones de Obras Públicas, Urbanismo, Vivienda y Transportes
2012;I;3;39;395;395003;Multas y sanc Ag, G. y MA;Multas y sanciones de Agricultura, Ganadería y Medio Ambiente
2012;I;3;39;395;395004;Multas y sanc Ind. e Inno;Multas y sanciones de Industria e Innovación
2012;I;3;39;395;395005;Multas y sanc San. BS y F;Multas y sanciones de Sanidad, Bienestar Social y Familia
2012;I;3;39;395;395006;Multas y sanc E, U, C y D;Multas y sanciones de Educación, Universidad, Cultura y Deporte
2012;I;3;39;395;395007;Multas y sanc Econ. y Emp;Multas y sanciones de Economía y Empleo
2012;I;3;39;395;395008;Multas y sanc PT e I;Multas y sanciones Política Territorial e Interior
2012;I;3;39;395;395009;SERVICIOS SOCIALES Y FAMI;SERVICIOS SOCIALES Y FAMILIA
2012;I;3;39;395;395099;Otras multas y sanciones;Otras multas y sanciones
2012;I;3;39;395;395100;Multas y sanciones;Multas y sanciones
2012;I;3;39;396;396000;I div.Rec event.Pres y Ju;
2012;I;3;39;396;396001;I div.Rec event.Hac y AP;
2012;I;3;39;396;396002;I div.Rec event.OOPP;
2012;I;3;39;396;396003;I div.Rec event.Agricultu;
2012;I;3;39;396;396004;I div.Rec event.Ind e Inn;
2012;I;3;39;396;396005;I div.Rec event.Sanidad;
2012;I;3;39;396;396006;I div.Rec event.Educación;
2012;I;3;39;396;396007;I div.Rec event.Ec y Empl;
2012;I;3;39;396;396008;I div.Rec event. PT e I;
2012;I;3;39;396;396010;I.div. R.Event Bco Sangre;
2012;I;3;39;396;396100;Ing.div. Recursos eventua;Ingresos diversos. Recursos eventuales
2012;I;3;39;397;397000;Sanciones Tributarias;Sanciones Tributarias
2012;I;3;39;398;398001;Recargo de apremio;Recargo de apremio
2012;I;3;39;398;398002;Intereses de demora;Intereses de demora
2012;I;4;40;400;400001;F. Cohesión San. 2012;Fondo de Cohesión Sanitaria Ejercicio 2012
2012;I;4;40;400;400009;Fond. Adic. Finan. Autono;Fondos Adicionales Financiación Autonómica Ejercicio 2012
2012;I;4;40;400;400011;Fondo Coh. Sanitaria 2009;Fondo de Cohesión Sanitaria ejercicio 2009
2012;I;4;40;400;400012;F. Suficiencia - Ej.2008;Fondo Suficiencia - Ejercicio 2008
2012;I;4;40;400;400013;F.Gar.Asis.Sanita Ej.2008;Fondo Garantía Asist. Sanitaria - Ejercicio 2008
2012;I;4;40;400;400014;Compens. Patrimonio 2009;Compensación Patrimonio ejercicio 2009
2012;I;4;40;400;400015;Fondo Convergencia 2009;Fondo de Convergencia ejercicio 2009
2012;I;4;40;400;400019;F. Adicionales - Ej. 2010;Fondos Adicionales - Ejercicio 2010
2012;I;4;40;400;400022;F. Suficiencia - Ej.2009;Fondo de Suficiencia - Ejercicio 2009
2012;I;4;40;400;400024;Comp Patrimonio Ej 2010;Compensación Patrimonio - Ejercicio 2010
2012;I;4;40;400;400025;F. Adic. FA Ej. 2009;Fondos Adicionales Financiación  Autonómica Ejercicio 2009
2012;I;4;40;400;400026;Fondos Convergencia 2010;Fondos de Convergencia - Ejercicio 2010
2012;I;4;40;400;400032;F.Suficiencia - Ej. 2010;Fondo de Suficiencia - Ejercicio 2010
2012;I;4;40;400;400050;Fondo Suficiencia Global;Fondo de Suficiencia Global
2012;I;4;40;400;400051;F. G. S. Públicos Fundame;Fondo de Garantía Servicios Públicos Fundamentales
2012;I;4;40;400;400052;Fondo de Cooperación;Fondo de Cooperación
2012;I;4;40;400;400053;Fondo de Competitividad;Fondo de Competitividad
2012;I;4;40;400;400150;F.Suf.Global Ej. anterior;Fondo de Suficiencia Global liquidación de ejercicios anteriores
2012;I;4;40;400;400151;F. G. S. Púb. Fun ej.2010;Fondo de Garantía de Servicios Públicos - Ejercicio 2010
2012;I;4;40;400;400152;F. Coop. Ej. Anteriores;Fondo Cooperación Liquidación Ejercicios Anteriores
2012;I;4;40;400;400201;Anticip. Liquidación 2010;Anticipo Liquidación ejercicio 2010
2012;I;4;40;401;401000;Serv transf (Secc 32 PGE);Servicios transferidos (Sección 32 de los Presupuestos Generales del Estado)
2012;I;4;40;401;401004;RD 205/10 Form. Prof. Emp;R.D. 250/2010 Formación Profesional para el Empleo
2012;I;4;40;401;401010;Ec. Hda y Empleo;Economía, Hacienda y Empleo
2012;I;4;40;402;402000;Plan nacional I+D;Plan nacional de Investigación y Desarrollo
2012;I;4;40;402;402001;Promoción de turismo;Promoción de turismo
2012;I;4;40;402;402002;Implantación Tic;Implantación Tic. Plan avanza.
2012;I;4;40;402;402099;Otras;Otras subvenciones en Industria, Comercio y Turismo y en Ciencia, Tecnología y Universidad
2012;I;4;40;403;403000;Ayuda complementaria PAC;Ayudas complementarias a la Política Agraria Común
2012;I;4;40;403;403001;Gtos intervención mercado;Gastos intervención de mercado
2012;I;4;40;403;403002;Adversidades Climáticas;Adversidades Climáticas
2012;I;4;40;403;403003;Erradicación E.E.B.;Erradicación de la Encefalopatía Espongiforme Bovina
2012;I;4;40;403;403004;Estadística agraria;Estadística agraria
2012;I;4;40;403;403099;Otras subv. Agricul.Alim.;Otras subvenciones en materia de Agricultura y Alimentación
2012;I;4;40;404;404000;Jubilación,reestr empresa;Ayudas a jubilación y reestructuración de empresas
2012;I;4;40;404;404001;Guarderías infantiles;Guarderías infantiles
2012;I;4;40;404;404002;Minusv. atendidos ctros;Minusválidos atendidos en centros
2012;I;4;40;404;404003;Pens. ancianos y enfermos;Pensiones a ancianos y enfermos
2012;I;4;40;404;404004;Act. en drogodependencias;Actuaciones en drogodependencias
2012;I;4;40;404;404005;Plan de desarrollo gitano;Plan de desarrollo gitano
2012;I;4;40;404;404006;Prest básicas S.Sociales;Prestaciones básicas de Servicios Sociales
2012;I;4;40;404;404007;Plan gerontológ. m.ctros;Plan gerontológico mantenimiento de centros
2012;I;4;40;404;404008;Preven. maltrato infancia;Prevención de malos tratos a la infancia
2012;I;4;40;404;404009;Erradicación pobreza;Erradicación de la pobreza
2012;I;4;40;404;404010;Plan pers. discapacitadas;Plan de acción integral de personas con discapacidad
2012;I;4;40;404;404011;Apoyo familias monoparent;Apoyo a familias monoparentales
2012;I;4;40;404;404012;Educación Familiar;Apoyo a familias desfavorecidas
2012;I;4;40;404;404013;Información acción social;Información sobre acción social
2012;I;4;40;404;404014;Mediación familiar;Mediación familiar
2012;I;4;40;404;404015;Prev. violencia familiar;Prevención violencia familiar
2012;I;4;40;404;404016;Menores infractores;Menores infractores
2012;I;4;40;404;404017;Creación empleo cooper.;Apoyo creación de empleo en cooperativas
2012;I;4;40;404;404018;Plan estatal voluntariado;Plan estatal de voluntariado
2012;I;4;40;404;404019;Integr. social inmigrant.;Plan de integración social de inmigrantes
2012;I;4;40;404;404020;Plan Acc. Dependencia;Plan de Acción a favor de personas en situación de dependencia
2012;I;4;40;404;404021;Víctimas violenc. género;Víctimas violencia de género
2012;I;4;40;404;404099;Otras subv. Empl y S.Soc;Otras subvenciones en materia de Empleo y de Servicios Sociales
2012;I;4;40;404;404100;Ayudas reest. em. ej. ant;Ayudas a jubilación y reestructuración de empresas ejercicios anterior
2012;I;4;40;405;405000;Manten centros sanitarios;Mantenimiento de centros sanitarios
2012;I;4;40;405;405001;Fmto donación,trasplante;Fomento de la donación y trasplante de órganos
2012;I;4;40;405;405002;Prevención del S.I.D.A.;Prevención del Síndrome de Inmunodeficiencia Adquirida
2012;I;4;40;405;405003;Act. en drogodependencias;Actuaciones en drogodependencias
2012;I;4;40;405;405004;Prev enfermed emergentes;Prevención de enfermedades emergentes
2012;I;4;40;405;405005;Junta Arbitral de Consumo;Junta Arbitral de Consumo
2012;I;4;40;405;405006;Pol.Cohes.Estrateg. Salud;Políticas de cohesión y estrategias de salud
2012;I;4;40;405;405007;Form.Cont.Uso Rac.Medic.;Formación continuada en uso racional del medicamento para médicos
2012;I;4;40;405;405008;Prácticas seguras Cntr. S;Prácticas seguras Centros Sanitarios
2012;I;4;40;405;405099;Otras subv Salud, Consumo;Otras subvenciones en materia de Salud y Consumo
2012;I;4;40;406;406000;Protección de menores;Protección de menores
2012;I;4;40;406;406099;Otras subv  Justicia;Otras subvenciones en materia de Justicia
2012;I;4;40;407;407000;Becas,ayudas Bellas Artes;Becas y ayudas Bellas Artes
2012;I;4;40;407;407001;Libros y bibliotecas;Libros y bibliotecas
2012;I;4;40;407;407002;Promoc y cooper cultural;Promoción y cooperación cultural
2012;I;4;40;407;407003;Func centros docentes;Funcionamiento de centros docentes
2012;I;4;40;407;407004;Conf A.P.A.S. y colectiv;Confederaciones de Asociaciones de Padres de Alumnos y colectivos
2012;I;4;40;407;407005;Jubil pers.docente LOGSE;Jubilaciones de personal docente ( Disposición Transitoria de la Ley Orgánica 1/1990, de 3 de octubre, de Ordenación Generaldel Sistema Educativo)
2012;I;4;40;407;407006;Plan nac. investigación;MEC - Plan nacional de investigación
2012;I;4;40;407;407008;Subv Educación y Ciencia;Subvenciones Educación y Ciencia
2012;I;4;40;407;407010;Escuelas viajeras;Escuelas viajeras
2012;I;4;40;407;407011;Programa Arión;Programa Arión
2012;I;4;40;407;407012;Intercambios escolares;Intercambios escolares
2012;I;4;40;407;407013;P.R.U.E.P.A.-Bubal-;Programa de Recuperación y Utilización Educativa de Pueblos Abandonados: Bubal
2012;I;4;40;407;407014;Rutas literarias;Rutas literarias
2012;I;4;40;407;407015;Difusión Formación Profes;Difusión Formación Profesional
2012;I;4;40;407;407016;Financ.Educ.Inf.Concert.;Financiación de 2º ciclo de Educación Infantil de Enseñanza Concertada
2012;I;4;40;407;407099;Otr subv  Educ, Cult,Dep;Otras subvenciones en materia de Educación, Cultura y Deporte
2012;I;4;40;408;408000;Seguridad Minera;Seguridad Minera
2012;I;4;40;409;409000;Formación continua;Formación continua
2012;I;4;40;409;409001;Finac. AGEº investigación;Financiación de la Administración General del Estado para Proyectos de Investigación
2012;I;4;40;409;409009;Otras subv. AA.PP.;Otras subvenciones de Administraciones Públicas
2012;I;4;41;410;410009;Otras Subv. I.A.S.S.;Otras subvenciones del Instituto Aragonés de Servicios Sociales
2012;I;4;41;411;411009;Otras Subv. S.A.S.;Otras subvenciones del Servicio Aragonés de Salud
2012;I;4;41;412;412001;Escuelas Taller;Escuelas Taller de Cultura
2012;I;4;41;412;412003;U.P.D. Calatayud;Unidad de Promoción y Desarrollo de Calatayud
2012;I;4;41;412;412009;Otras Subv. INAEM;Otras subvenciones del Instituto Aragonés de Empleo
2012;I;4;41;413;413000;Conf. Sectorial de Empleo;Conferencia Sectorial de Empleo
2012;I;4;41;413;413001;Trab Ctros Nac Form.Ocup;Planes de trabajo de los Centros Nacionales de Formación Ocupacional
2012;I;4;41;413;413003;Otras Subv. INEM;Otras subvenciones del Servicio Público de Empleo Estatal
2012;I;4;41;413;413004;Ayud. textil y confeccion;Ayudas para la adaptación laboral del sector textil y confección
2012;I;4;41;416;416000;Asociaciones Consumidores;Asociaciones de Consumidores
2012;I;4;41;416;416009;Otras subv Ins.Nac.Consum;Otras subvenciones del Instituto Nacional de Consumo
2012;I;4;41;419;419000;C.S.D.: Fto activ. depor.;Centro Superior de Deportes: Fomento a la actividad deportiva
2012;I;4;41;419;419001;INJUVE: Asoc. juveniles;Instituto de la Juventud: Asociaciones juveniles
2012;I;4;41;419;419002;Música:Ins.N,Art Esc.y M.;Instituto Nacional de las Artes Escénicas y de la Música: Música
2012;I;4;41;419;419003;Teatro:Ins.N,Art Esc.y M.;Inst. Nacional Artes Escénicas y Música: Teatro
2012;I;4;41;419;419004;Instituto de la Mujer;Instituto de la Mujer
2012;I;4;41;419;419005;Instituto de la Juventud;Instituto de la Juventud
2012;I;4;41;419;419006;Instituto Carlos III;Instituto Carlos III
2012;I;4;41;419;419007;INAP;Instituto Nacional de Administración Pública INAP
2012;I;4;41;419;419008;Otras subv. juventud;Otras subvenciones de juventud
2012;I;4;41;419;419009;Conv.AEMPS Jorn.Insp.Farm;Convenio con Agencia Española del Medicamento. Jornadas de Inspección Farmacéutica
2012;I;4;41;419;419010;Prog. Educativos Europeos;Programas Educativos Europeos
2012;I;4;41;419;419011;INIA;Instituto Nacional Investigación y Tecnología Agra
2012;I;4;42;420;420000;Prog Ahorro incap. temp.;"Fondo programa de ""Ahorro e incapacidad temporal"""
2012;I;4;42;420;420001;Comp. asistenc. sanitaria;Compensación por asistencia sanitaria derivada de contingencias profesionales a beneficiarios residentes en España
2012;I;4;42;420;420002;Gest.IT y pr. corta dur.;Prog.Estrateg.Gestión IT y comport. proc corta dur
2012;I;4;42;420;420009;Otras subv. INGESA;Otras subvenciones, Instituto Nacional Gestión San
2012;I;4;42;421;421001;Plan Acc. Dependencia;Plan de Acción a favor de personas en situación de dependencia
2012;I;4;44;440;440001;De IDAE fmto. ahorro ener;De IDAE para el  fomento del ahorro y la diversificación energética
2012;I;4;44;440;440002;Transferencia UNIZAR;Transferencia de la Universidad de Zaragoza
2012;I;4;44;440;440009;Otras de Empr.,Entes Públ;Otras subvenciones de Empresas Públicas y otros Entes Públicos
2012;I;4;45;450;450000;Trans. C. A. de Aragón;Transferencias de la Comunidad Autónoma de Aragón
2012;I;4;45;450;450005;Transf. Gestión Unificada;Transferencias por Gestión Unificada
2012;I;4;45;450;450008;Aportac. Dptos D.G.A.;Aportaciones Departamentos D.G.A.
2012;I;4;46;460;460000;De la D.P. Huesca;Transferencias de la Diputación Provincial de Hues
2012;I;4;46;460;460001;De la D.P. Zaragoza;Transferencias de la Diputación Provincial de Zaragoza
2012;I;4;46;460;460002;De la D.P. Teruel;Transferencias de la Diputación Provincial de Teruel
2012;I;4;46;460;460003;D.P.H. Decreto 94/1991;Transferencia Diputación Provincial Huesca Decreto 94/1991
2012;I;4;46;460;460009;Otras subv. Diputac.Prov.;Otras subvenciones de Diputaciones Provinciales
2012;I;4;46;461;461009;Otras subv. Ayuntamientos;Otras subv. Ayuntamientos
2012;I;4;46;462;462000;De Consejos Comarcales;De Consejos Comarcales
2012;I;4;47;470;470009;Otras subv. empresas;Otras subvenciones de empresas
2012;I;4;47;470;470010;Finan proy investigación;proyectos producción y transferencia conocimiento
2012;I;4;48;480;480001;Juegos escolares;Juegos escolares
2012;I;4;48;480;480002;Subv. para I.A.J.;Subvenciones para el Instituto Aragonés de la Juventud
2012;I;4;48;480;480009;Otras subv. familias;Otras subvenciones de familias e instituciones sin fines de lucro
