Kostenstelle,Beschreibung,Profitcenter,Amt,Produkt,Gültig_ab,Gültig_bis
511849,KG Am Stadion 2,151000602,5100,0602,1/1/2005,12/31/9999
511850,KG Limpericher Straße 55,151000602,5100,0602,1/1/2005,12/31/9999
511851,KG Alte Bonner Straße 2,151000602,5100,0602,1/1/2005,12/31/9999
511852,KG Hauptstraße 46,151000602,5100,0602,1/1/2005,12/31/9999
511853,KG Siebengebirgsstr. 179,151000602,5100,0602,8/1/2014,12/31/9999
511854,KG Maria-Montessori-Allee 65,151000602,5100,0602,1/1/2005,12/31/9999
511855,KG Weidenweg 10,151000602,5100,0602,1/1/2005,12/31/9999
511856,KG Jahnstraße 29/Mirecourtstr.,151000602,5100,0602,1/1/2005,12/31/9999
511857,"KG Veilchenweg 26/Om Berg,Pützh.",151000602,5100,0602,1/1/2005,12/31/9999
511858,KG Siegburger Straße 333,151000602,5100,0602,1/1/2005,12/31/9999
511859,KG Letterhausstraße 41,151000602,5100,0602,1/1/2005,12/31/9999
511860,KG Ossietzkystraße 34,151000602,5100,0602,1/1/2005,12/31/9999
511861,KG Stresemannstraße 24,151000602,5100,0602,1/1/2005,12/31/9999
511862,KG Flemingstraße 4,151000602,5100,0602,1/1/2005,12/31/9999
511863,KG Hallestraße 99,151000602,5100,0602,1/1/2005,12/31/9999
511868,KG Weißenburgstr. 2,151000602,5100,0602,8/1/2006,12/31/9999
511869,KG Ellerstraße,151000602,5100,0602,6/1/2007,12/31/9999
511870,KG Lenaustraße 4,151000602,5100,0602,6/1/2007,12/31/9999
511871,KG Ostpreußenstraße 36,151000602,5100,0602,6/1/2007,12/31/9999
511872,KG Weinheimstraße 51,151000602,5100,0602,6/1/2007,12/31/9999
511874,Verwaltung Elternbeiträge,151000600,5100,0600,1/1/2008,12/31/9999
511875,KG Wilfried-Hatzfeld-Str. 3,151000602,5100,0602,11/1/2008,12/31/9999
511876,KG Loestrasse 19,151000602,5100,0602,1/1/2009,12/31/9999
511877,KG An der Umkehr 48a,151000602,5100,0602,9/1/2010,12/31/9999
511879,Kita Oberaustr. 11,151000602,5100,0602,1/1/2011,12/31/9999
511880,Kita Warschauer Strasse,151000602,5100,0602,3/1/2011,12/31/9999
511881,Kita Im grünen Winkel,151000602,5100,0602,3/1/2011,12/31/9999
511882,Heilp. Kiga Buschackerweg 7,151000602,5100,0602,8/1/2012,12/31/9999
511883,Heilp. Kiga Basaltstr.25,151000602,5100,0602,8/1/2012,12/31/9999
511884,Heilp. Kiga Pappelweg 79,151000602,5100,0602,8/1/2012,12/31/9999
511885,Integr. Kiga Waldenburger Ring 42,151000602,5100,0602,8/1/2012,12/31/9999
511886,Kita In der Grächt,151000602,5100,0602,8/1/2012,12/31/9999
511887,Kita Erich-Hoffmann-Str.,151000602,5100,0602,8/1/2012,12/31/9999
511888,Kita Splickgasse,151000602,5100,0602,8/1/2013,12/31/9999
511889,Kita Mörikestr.,151000602,5100,0602,8/1/2013,12/31/9999
511891,Kita Domhofschule,151000602,5100,0602,8/1/2014,12/31/9999
511892,Kita Sommerbergweg,151000602,5100,0602,8/1/2014,12/31/9999
511895,Kita Herpenstr.,151000602,5100,0602,10/1/2015,12/31/9999
511900,Sammelkostenstelle,151000602,5100,0602,1/1/2005,12/31/9999
512800,Verwaltung 51-2,151000600,5100,0600,1/1/2005,12/31/9999
512801,Jugendpflege,151000600,5100,0600,1/1/2005,12/31/9999
512802,Richtlinienzuschüsse,151000603,5100,0603,1/1/2005,12/31/9999
512803,Städt. Einrichtungen / Maßnahmen,151000604,5100,0604,1/1/2005,12/31/9999
512805,Kinder- und Jugendbeauftragte,151000600,5100,0600,1/1/2010,12/31/9999
512810,JZ Haus der Jugend Reuterstraße,151000604,5100,0604,1/1/2005,12/31/9999
512811,JZ Jugendhaus Brücke,151000604,5100,0604,1/1/2005,12/31/9999
512812,JZ Dransdorf,151000604,5100,0604,1/1/2005,12/31/9999
512813,JZ Nordstraße,151000604,5100,0604,1/1/2005,12/31/9999
512814,JZ Ippendorf,151000604,5100,0604,1/1/2012,12/31/9999
512815,JZ Auerberg,151000604,5100,0604,1/1/2005,12/31/9999
512816,JZ Jugendforum K7,151000604,5100,0604,1/1/2005,12/31/9999
512817,JZ das flax  Ringstraße,151000604,5100,0604,1/1/2005,12/31/9999
512818,SH  Quasi  Rheinaue,151000604,5100,0604,1/1/2005,12/31/9999
512819,SH KBE-Dreieck,151000604,5100,0604,1/1/2005,12/31/9999
512820,SH Mörikestraße,151000604,5100,0604,1/1/2005,12/31/9999
512821,Spielmobil I,151000604,5100,0604,1/1/2005,12/31/9999
512822,Spielmobil II,151000604,5100,0604,1/1/2005,12/31/9999
512825,SH Medinghoven,151000604,5100,0604,1/1/2005,12/31/9999
512826,SH Rigal´sche Wiese,151000604,5100,0604,1/1/2005,12/31/9999
512827,SH Am Weckhasen,151000604,5100,0604,1/1/2005,12/31/9999
512828,SH Viktoriaplatz,151000604,5100,0604,1/1/2005,12/31/9999
512900,Sammelkostenstelle,151000604,5100,0604,1/1/2005,12/31/9999
513800,Soziale Dienste - Abtl.,151000600,5100,0600,1/1/2008,12/31/9999
513801,Soziale Dienste - Fachdienstl.,151000605,5100,0605,1/1/2005,12/31/9999
513802,Koordination Erziehungshilfe,151000605,5100,0605,1/1/2005,12/31/9999
513803,FFE Königstraße,151000605,5100,0605,1/1/2005,12/31/9999
513804,FFE Kölnstraße,151000605,5100,0605,1/1/2005,12/31/9999
513805,FFE Lenaustraße,151000605,5100,0605,1/1/2005,12/31/9999
513806,FFE Kurfürstenallee,151000605,5100,0605,1/1/2005,12/31/9999
513807,FFE Rheindorfer Straße,151000605,5100,0605,1/1/2005,12/31/9999
513808,FFE Villemombler Straße,151000605,5100,0605,1/1/2005,12/31/9999
513809,FD Adoption und Vollzeitpflege,151000605,5100,0605,1/1/2005,12/31/9999
513810,FD UMA,151000605,5100,0605,1/1/2005,12/31/9999
513811,FD JGH,151000605,5100,0605,1/1/2005,12/31/9999
513812,Wirtschaftliche Jugendhilfe,151000605,5100,0605,1/1/2005,12/31/9999
513813,Vorm./Beist.f. Minderjährige,151000605,5100,0605,1/1/2005,12/31/9999
513814,Erziehungsbeistandschaften,151000605,5100,0605,1/1/2005,12/31/9999
513815,BaföG,151000605,5100,0605,1/1/2005,12/31/9999
513816,Jugendschutz / Streetwork,151000605,5100,0605,1/1/2005,12/31/9999
513817,Jugendberufshilfe,151000605,5100,0605,1/1/2005,12/31/9999
513818,SGL Wirtschaftliche Hilfen,151000605,5100,0605,1/1/2008,12/31/9999
513819,FFE Oppelner Straße,151000605,5100,0605,10/1/2008,12/31/9999
513820,Fachdienst für Kinderschutz,151000605,5100,0605,7/1/2009,12/31/9999
513821,Jugendberufshilfe / Projekt Eintopf,151000605,5100,0605,9/1/2010,12/31/9999
513822,Besondere Fachdienste,151000605,5100,0605,1/1/2014,12/31/9999
513823,Wihi/FFE FLUE2,151000605,5100,0605,1/1/2016,12/31/9999
513824,Wihi/FFE FLUE1,151000605,5100,0605,1/1/2016,12/31/9999
514800,Psychologische Beratungsstelle,151000606,5100,0606,1/1/2005,12/31/9999
514801,Internationale Begegnungsstätte,151000606,5100,0606,1/1/2010,12/31/9999
514802,IB/FLUE1,151000606,5100,0606,1/1/2016,12/31/9999
514803,IB/FLUE2,151000606,5100,0606,1/1/2016,12/31/9999
514804,IB/FLUE3,151000606,5100,0606,1/1/2016,12/31/9999
514810,Schulpsychologie,151000606,5100,0606,1/1/2016,12/31/9999
514821,Flüchtlingsheim Gerhart-Hauptmann-Str,151000606,5100,0606,1/1/2016,12/31/9999
514822,Flüchtlingsheim Paulusheim,151000606,5100,0606,1/1/2016,12/31/9999
514823,Kirchenpav.,151000606,5100,0606,1/1/2016,12/31/9999
514824,Flüchtlingsheim Poliklinik,151000606,5100,0606,1/1/2016,12/31/9999
514825,Flüchtlingsheim Karl-Finkenburg-Str,151000606,5100,0606,1/1/2016,12/31/9999
514826,Flüchtlingsheim Koblenzer Str.,151000606,5100,0606,1/1/2016,12/31/9999
515801,Jugendhilfeplanung Abtl.,151000600,5100,0600,1/1/2007,12/31/9999
515803,Jugendhilfeplanung,151000600,5100,0600,1/1/2005,12/31/9999
515804,JHP/FLUE,151000606,5100,0606,1/1/2016,12/31/9999
520001,Kunstrasenplätze Bonn,152000801,5200,0801,1/1/2007,12/31/9999
520002,Kunstrasenplätze Bad Godesberg,152000801,5200,0801,1/1/2007,12/31/9999
520003,Kunstrasenplätze Beuel,152000801,5200,0801,1/1/2007,12/31/9999
520004,Kunstrasenplätze Hardtberg,152000801,5200,0801,1/1/2007,12/31/9999
520110,Frankenbad,152000803,5200,0803,1/1/2006,12/31/9999
520120,Viktoriabad,152000803,5200,0803,10/1/2015,12/31/9999
520130,Kurfürstenbad,152000803,5200,0803,1/1/2006,12/31/9999
520140,HB Beuel,152000803,5200,0803,1/1/2006,12/31/9999
520190,Hardtbergbad,152000803,5200,0803,1/1/2006,12/31/9999
520210,Römerbad,152000803,5200,0803,1/1/2006,12/31/9999
520220,Ennertbad,152000803,5200,0803,1/1/2006,12/31/9999
520230,Melbbad,152000803,5200,0803,1/1/2006,12/31/9999
520240,Rüngsdorf,152000803,5200,0803,1/1/2006,12/31/9999
520250,Friesdorf,152000803,5200,0803,1/1/2006,12/31/9999
520320,Sauna im Kurfürstenbad,152000803,5200,0803,1/1/2006,12/31/9999
520330,"Draitschquelle, Brunnenallee 33",152000803,5200,0803,9/1/2007,12/31/9999
520340,"Kurfürstenquelle, Stadtpark",152000803,5200,0803,9/1/2007,12/31/9999
520510,Schwimmbecken/Sportpark Nord,152000803,5200,0803,1/1/2006,12/31/9999
520520,Lehrschwimmbecken,152000803,5200,0803,1/1/2006,12/31/9999
520800,Amtsleiter und Vorzimmer,152000800,5200,0800,1/1/2006,12/31/9999
520801,Sportentwicklung,152000800,5200,0800,10/1/2015,12/31/9999
520802,Stab I,152000800,5200,0800,10/1/2015,12/31/9999
520803,Schulsport,152000800,5200,0800,10/1/2015,12/31/9999
520804,Stab II,152000800,5200,0800,10/1/2015,12/31/9999
520805,Buchhaltung,152000800,5200,0800,10/1/2015,12/31/9999
520806,Sportstättenpflegedienst,152000800,5200,0800,1/1/2006,12/31/9999
520807,Sportstättenmanagement,152000800,5200,0800,10/1/2015,12/31/9999
520808,Sportstättenentwicklung,152000800,5200,0800,10/1/2015,12/31/9999
520812,Vereinszuschüsse,152000802,5200,0802,10/1/2015,12/31/9999
520820,SH Sportpark Nord,152000801,5200,0801,1/1/2006,12/31/9999
520821,SH Wasserland,152000801,5200,0801,1/1/2006,12/31/9999
520822,Sportpark Pennenfeld,152000801,5200,0801,1/1/2006,12/31/9999
520823,Erwin-Kranz-Halle,152000801,5200,0801,1/1/2006,12/31/9999
520824,Hardtberghalle,152000801,5200,0801,1/1/2006,12/31/9999
520825,SH Duisdorf,152000801,5200,0801,1/1/2006,12/31/9999
520826,Josef-Strunck-Halle,152000801,5200,0801,1/1/2006,12/31/9999
520830,Turn- und Sporthallen Bezirk Bonn,152000801,5200,0801,1/1/2006,12/31/9999
520831,Turn- und Sporthallen Bezirk Bad Godesbe,152000801,5200,0801,1/1/2006,12/31/9999
520832,Turn- und Sporthallen Bezirk Beuel,152000801,5200,0801,1/1/2006,12/31/9999
520833,Turn- und Sporthallen Bezirk Hardtberg,152000801,5200,0801,1/1/2006,12/31/9999
520840,Stadion Sportpark Nord,152000801,5200,0801,1/1/2006,12/31/9999
520841,Stadion Sportpark Pennenfeld,152000801,5200,0801,1/1/2006,12/31/9999
520842,Rasenplätze Bonn,152000801,5200,0801,1/1/2006,12/31/9999
520843,Hartplätze Bonn,152000801,5200,0801,1/1/2006,12/31/9999
520844,Hartplätze B. Godesberg,152000801,5200,0801,1/1/2006,12/31/9999
520845,Rasenplätze Beuel,152000801,5200,0801,1/1/2006,12/31/9999
520846,Hartplätze Beuel,152000801,5200,0801,1/1/2006,12/31/9999
520847,Rasenplätze Hardtberg,152000801,5200,0801,1/1/2006,12/31/9999
520848,Hartplätze Hardtberg,152000801,5200,0801,1/1/2006,12/31/9999
520849,Rheinaue,152000801,5200,0801,1/1/2006,12/31/9999
520860,Verwaltung,152000803,5200,0803,1/1/2006,12/31/9999
520861,Bereichsleiter und stellvertretende BL,152000803,5200,0803,1/1/2006,12/31/9999
520862,Schichtführer/Schwimmmeister,152000803,5200,0803,1/1/2006,12/31/9999
520863,Schwimmmeistergehilfen/Fachangestellte,152000803,5200,0803,1/1/2006,12/31/9999
520864,Badewärter (Rettungsschwimmer),152000803,5200,0803,1/1/2006,12/31/9999
520865,Kasse/Service-Stammpersonal,152000803,5200,0803,1/1/2006,12/31/9999
520866,Aushilfen(Jahresabrufkräfte/ Sommeraush),152000803,5200,0803,1/1/2007,12/31/9999
520867,Auszubildende,152000803,5200,0803,10/1/2009,12/31/9999
520870,Schwimm- und Aqua- Fitness- Kurse,152000803,5200,0803,1/1/2013,12/31/9999
520888,Sammler Freistellungen,152000800,5200,0800,1/1/2006,12/31/9999
520902,HKst Verbrauchsmaterial Turn-Sporthallen,152000801,5200,0801,1/1/2007,12/31/9999
520903,HKst Verbrauchsmaterial Sportplätze/anl.,152000801,5200,0801,1/1/2007,12/31/9999
520904,Hilfskostenstelle Bäder,152000803,5200,0803,1/1/2007,12/31/9999
520905,Rasenplätze insgesamt,152000801,5200,0801,1/1/2012,12/31/9999
520906,Hartplätze insgesamt,152000801,5200,0801,1/1/2012,12/31/9999
520907,Kunstrasenplätze insgesamt,152000801,5200,0801,1/1/2012,12/31/9999
530000,Gebäude Engeltalstr. 6,153000700,5300,0700,1/1/2005,12/31/9999
530500,Allgemeine Sammel-KST,153000700,5300,0700,1/1/2005,12/31/9999
530800,Amtsleitung und Verwaltung,153000700,5300,0700,1/1/2005,12/31/9999
530801,Arbeitskreis Jugendzahnpflege,153000701,5300,0701,1/1/2014,12/31/9999
530810,Stabsstelle Gesundheitsförderung (1),153000700,5300,0700,1/1/2014,12/31/9999
530811,Stabsstelle Gesundheitsförderung (2),153000700,5300,0700,12/1/2014,12/31/9999
530820,53-2 Kinder- und jugendärztlicher Dienst,153000700,5300,0700,1/1/2005,12/31/9999
530830,53-3 Amtsärztlicher Dienst,153000700,5300,0700,1/1/2010,12/31/9999
530840,53-4 Infektionsschutz und Umwelthygiene,153000700,5300,0700,1/1/2005,12/31/9999
530850,53-5 Sozialpsychiatrischer Dienst,153000700,5300,0700,1/1/2005,12/31/9999
530860,53-01 Arzneimittelwesen,153000700,5300,0700,1/1/2014,12/31/9999
530888,Sammler Freistellungen,153000700,5300,0700,1/1/2006,12/31/9999
560500,Geb. Stadthaus,156000000,5600,0000,1/1/2006,12/31/9999
560501,Geb. Engeltalstr.,156000208,5600,0208,1/1/2006,12/31/9999
560800,AL / zentrale Dienste 56,156000000,5600,0000,1/1/2006,12/31/9999
560802,Stabsstelle,156000000,5600,0000,12/1/2010,12/31/9999
560888,Sammler Freistellungen,156000000,5600,0000,1/1/2006,12/31/9999
560900,Sammler Papier,156000000,5600,0000,4/1/2010,12/31/9999
560901,Sammler Kfz,156000000,5600,0000,10/1/2010,12/31/9999
560902,Sammler Geoinformationssystem,156000000,5600,0000,4/1/2014,12/31/9999
563800,Abtlg. 56-3 Untere Landschaftsbehörde,156001307,5600,1307,1/1/2006,12/31/9999
564800,Abtlg. 56-4 Untere Umweltbehörde,156001401,5600,1401,1/1/2006,12/31/9999
564801,Abtlg.ltg. 56-4 Untere Umweltbehörde,156000000,5600,0000,1/1/2007,12/31/9999
564820,SG 56-42 Untere Immissionsschutzbehörde,156001402,5600,1402,1/1/2007,12/31/9999
565800,Abtlg. 56-1 Umweltvorsorge und -planung,156001401,5600,1401,1/1/2011,12/31/9999
565801,Bonner Energieagentur,156001401,5600,1401,1/1/2011,12/31/9999
566800,Abtlg. 56-2 Lebensm.überw./Veterinärd.,156000208,5600,0208,1/1/2006,12/31/9999
566801,56-2 Anteil Stabsstelle,156000000,5600,0000,10/1/2015,12/31/9999
610800,AL/61011/GfBeamter,161000000,6100,0000,1/1/2008,12/31/9999
610802,Denkmalschutz,161001003,6100,1003,1/1/2008,12/31/9999
610810,Regionalplanung,161000901,6100,0901,1/1/2008,12/31/9999
610812,61-012,161000000,6100,0000,1/1/2008,12/31/9999
610820,Ortsteilplanung,161000000,6100,0000,1/1/2008,12/31/9999
610830,Verkehrsplanung,161001207,6100,1207,1/1/2008,12/31/9999
610840,Statistik,161000215,6100,0215,1/1/2008,12/31/9999
610888,Sammler Freistellungen,161000000,6100,0000,1/1/2007,12/31/9999
620800,"Amtsleiter, Vorzimmer, Sachgebiet  62-01",162000900,6200,0900,1/1/2008,12/31/9999
620802,"SG 62-02 Geoinfo, Kartographie",162000907,6200,0907,1/1/2008,12/31/9999
620803,Sachgebiet 62-03,162000908,6200,0908,1/1/2008,12/31/9999
620888,Sammler Freistellungen,162000900,6200,0900,1/1/2007,12/31/9999
620900,SKst Verbrauchsmaterial,162000900,6200,0900,1/1/2008,12/31/9999
621800,Abtlg. 62-1 Liegenschaftskataster,162000907,6200,0907,1/1/2008,12/31/9999
622800,Abteilungsleitung 62-2,162000907,6200,0907,1/1/2012,12/31/9999
622801,Abtlg. 62-2 Geoinfo/Vermessung (o. BgA),162000907,6200,0907,1/1/2008,12/31/9999
622802,Abtlg. 62-2 Geoinfo/Vermessung,162000907,6200,0907,1/1/2008,12/31/9999
622803,Geoinformationssystem,162000907,6200,0907,1/1/2012,12/31/9999
623800,Abteilung 62-3,162000906,6200,0906,1/1/2008,12/31/9999
625800,Kommunale Wertermittlung,162000909,6200,0909,1/1/2012,12/31/9999
625801,Abteilungsleitung 62-5,162000909,6200,0909,1/1/2012,12/31/9999
625802,GAA nicht BgA,162000909,6200,0909,1/1/2012,12/31/9999
625900,Gutachterausschuss als BgA (Land),162000909,6200,0909,1/1/2008,12/31/9999
630800,Amtsleiter,163000000,6300,0000,1/1/2008,12/31/9999
630801,Vorzimmer,163000000,6300,0000,1/1/2008,12/31/9999
630810,Abteilungsleitung 63-1,163000000,6300,0000,7/1/2015,12/31/9999
630813,Ordnungsmaßnahmen,163001001,6300,1001,1/1/2008,12/31/9999
630814,63-11/12/13,163000904,6300,0904,7/1/2015,12/31/9999
630815,63-Straßenrecht,163000904,6300,0904,9/1/2013,12/31/9999
630816,Verträge/Ausgleichsmaßnahmen/StrRecht,163000904,6300,0904,4/1/2014,12/31/9999
630818,"Haushalt, Kassenwesen, KLR",163000000,6300,0000,7/1/2015,12/31/9999
630819,Servicepunkt Bauordnung,163001001,6300,1001,7/1/2015,12/31/9999
630820,Spezielle Genehmigungsverfahren,163001001,6300,1001,6/1/2015,12/31/9999
630821,"Beitragsbescheinigungen, Baulastauskünft",163000000,6300,0000,7/1/2015,12/31/9999
630822,Verträge/Ausgleichsmaßnahmen/IT-Anwend.,163000000,6300,0000,1/1/2016,12/31/9999
630888,Sammler Freistellungen,163000000,6300,0000,1/1/2007,12/31/9999
631800,Genehmigungen Abt.ltg. 63-20/21/22,163001001,6300,1001,7/1/2015,12/31/9999
660800,Amtsleitung und Vorzimmer,166000000,6600,0000,1/1/2008,12/31/9999
660801,Haushaltsabteilung,166000000,6600,0000,1/1/2008,12/31/9999
660802,Ausschuss,166000000,6600,0000,1/1/2008,12/31/9999
660803,EDV,166000000,6600,0000,1/1/2008,12/31/9999
660846,Abteilungsleitung VA 4-6,166000000,6600,0000,1/1/2008,12/31/9999
660888,Sammler Freistellungen,166000000,6600,0000,1/1/2007,12/31/9999
660897,Koordinierungsstelle bonnorange,166000000,6600,0000,5/1/2016,12/31/9999
660900,"Porto-, Telefon-, Materialkosten",166000000,6600,0000,1/1/2008,12/31/9999
660901,Sammler AfA,166000000,6600,0000,10/1/2008,12/31/9999
660902,Winterdienst,166000000,6600,0000,1/1/2014,12/31/9999
660903,Ölspur- Betonspur- und Unwetterbes.,166000000,6600,0000,1/1/2014,12/31/9999
661800,Beleuchtung und Signalanlagen,166000000,6600,0000,1/1/2008,12/31/9999
661801,Verkehrs- und Baustellenmanagement,166000000,6600,0000,1/1/2008,12/31/9999
662800,Neubau Str.,166000000,6600,0000,1/1/2008,12/31/9999
663001,VKST AA-übergreifend,166001103,6600,1103,1/1/2015,12/31/9999
663002,VKST AB-übergreifend,166001103,6600,1103,1/1/2015,12/31/9999
663110,Kanal,166001103,6600,1103,1/1/2008,12/31/9999
663120,Sinkkastenunterhaltung,166001103,6600,1103,1/1/2008,12/31/9999
663150,Pumpwerke,166001103,6600,1103,1/1/2008,12/31/9999
663160,übrige Abwasserwerke,166001103,6600,1103,1/1/2008,12/31/9999
663161,Drosseleinrichtungen,166001103,6600,1103,1/1/2008,12/31/9999
663201,mechanische Reinigung Nord+Süd KAS,166001103,6600,1103,1/1/2008,12/31/9999
663202,biologische Reinigung KAS,166001103,6600,1103,1/1/2008,12/31/9999
663203,weitergehende Reinigung KAS,166001103,6600,1103,1/1/2008,12/31/9999
663204,Schlammbehandlung KAS,166001103,6600,1103,1/1/2008,12/31/9999
663205,Schlammentwässerung KAS,166001103,6600,1103,1/1/2008,12/31/9999
663206,Sonstiges KAS,166001103,6600,1103,1/1/2008,12/31/9999
663207,Zentrale Warte,166001103,6600,1103,1/1/2008,12/31/9999
663208,Regenwasserbehandlung KAS,166001103,6600,1103,1/1/2008,12/31/9999
663209,KAS-Energiegewinnung-BHKW,166001103,6600,1103,1/1/2014,12/31/9999
663211,mechanische Reinigung KAG,166001103,6600,1103,1/1/2008,12/31/9999
663212,biologische Reinigung KAG,166001103,6600,1103,1/1/2008,12/31/9999
663213,weitergehende Reinigung KAG,166001103,6600,1103,1/1/2008,12/31/9999
663214,Schlammbehandlung KAG,166001103,6600,1103,1/1/2008,12/31/9999
663216,Sonstiges KAG,166001103,6600,1103,1/1/2008,12/31/9999
663218,Regenwasserbehandlung KAG,166001103,6600,1103,1/1/2008,12/31/9999
663221,mechanische Reinigung KAB,166001103,6600,1103,1/1/2008,12/31/9999
663222,biologische Reinigung KAB,166001103,6600,1103,1/1/2008,12/31/9999
663224,Schlammbehandlung KAB,166001103,6600,1103,1/1/2008,12/31/9999
663226,Sonstiges KAB,166001103,6600,1103,1/1/2008,12/31/9999
663228,Regenwasserbehandlung KAB,166001103,6600,1103,1/1/2008,12/31/9999
663231,mechanische Reinigung KAD,166001103,6600,1103,1/1/2008,12/31/9999
663232,biologische Reinigung KAD,166001103,6600,1103,1/1/2008,12/31/9999
663233,weitergehende Reinigung KAD,166001103,6600,1103,1/1/2008,12/31/9999
663234,Schlammbehandlung KAD,166001103,6600,1103,1/1/2008,12/31/9999
663235,Schlammentwässerung KAD,166001103,6600,1103,1/1/2008,12/31/9999
663236,Sonstiges KAD,166001103,6600,1103,1/1/2008,12/31/9999
663239,KAD-Energiegewinnung-BHKW,166001103,6600,1103,1/1/2014,12/31/9999
663240,Photovoltaik KAD,166001103,6600,1103,1/1/2011,12/31/9999
663241,Betriebsanalytik KAS,166001103,6600,1103,1/1/2008,12/31/9999
663242,Online-Analytik KAS,166001103,6600,1103,1/1/2008,12/31/9999
663243,Zentrale Abluftanlage KAS,166001103,6600,1103,1/1/2008,12/31/9999
663245,KAS Energiegewinnung-Photovoltaik,166001103,6600,1103,7/1/2015,12/31/9999
663250,Kleinkläranlagen,166001103,6600,1103,1/1/2010,12/31/9999
663251,Betriebsanalytik KAG,166001103,6600,1103,1/1/2008,12/31/9999
663252,Online-Analytik KAG,166001103,6600,1103,1/1/2008,12/31/9999
663260,KA Pech Marienforster Tal,166001103,6600,1103,1/1/2010,12/31/9999
663261,Betriebsanalytik KAB,166001103,6600,1103,1/1/2008,12/31/9999
663262,Online-Analytik KAB,166001103,6600,1103,1/1/2008,12/31/9999
663270,Kläranlage Königswinter,166001103,6600,1103,1/1/2010,12/31/9999
663281,Betriebsanalytik KAD,166001103,6600,1103,1/1/2008,12/31/9999
663282,Online-Analytik KAD,166001103,6600,1103,1/1/2008,12/31/9999
663283,Zentrale Abluftanlage KAD,166001103,6600,1103,1/1/2008,12/31/9999
663301,Fremdschlammannahme KAS,166001103,6600,1103,1/1/2008,12/31/9999
663303,Schlammverbrennung KAS,166001103,6600,1103,1/1/2008,12/31/9999
663530,VKST Indirekteinleiter,166001103,6600,1103,1/1/2008,12/31/9999
663540,VKST Zentrallabor Salierweg,166001103,6600,1103,1/1/2008,12/31/9999
663550,VKST Zentrallager (KAS),166001103,6600,1103,1/1/2008,12/31/9999
663555,VKST Zentralwerkstatt (KAS),166001103,6600,1103,1/1/2008,12/31/9999
663560,VKST Verwaltung,166001103,6600,1103,1/1/2008,12/31/9999
663710,VKST Kanalbetr. Depot,166001103,6600,1103,1/1/2008,12/31/9999
663800,PK-Abteilungs-/Sachgebietsleitung,166000000,6600,0000,1/1/2015,12/31/9999
663810,PK-Querschnitt-SE,166001103,6600,1103,1/1/2015,12/31/9999
663811,Persk. KA Duisdorf,166001103,6600,1103,1/1/2008,12/31/9999
663812,Persk. KA Beuel,166001103,6600,1103,1/1/2008,12/31/9999
663813,Persk. KA Godesberg,166001103,6600,1103,1/1/2008,12/31/9999
663814,Persk. KA Salierweg,166001103,6600,1103,1/1/2008,12/31/9999
663817,Persk. M-/E-Technik,166001103,6600,1103,1/1/2008,12/31/9999
663818,Persk. Labor,166001103,6600,1103,1/1/2008,12/31/9999
663819,Persk. Indirekteinleiterkolonne,166001103,6600,1103,1/1/2008,12/31/9999
663820,Auszubildende,166001103,6600,1103,7/1/2008,12/31/9999
663830,PK-AB übergreifend,166001103,6600,1103,1/1/2015,12/31/9999
663850,PK-HWS/Gewässer,166001308,6600,1308,1/1/2015,12/31/9999
663851,Persk. Kanalunterhaltung,166001103,6600,1103,1/1/2008,12/31/9999
664800,ÖPNV,166001206,6600,1206,1/1/2008,12/31/9999
665001,Kanalneubau Abwasser,166001103,6600,1103,1/1/2008,12/31/9999
665600,Liner/Kurzliner (konsumtiv),166001103,6600,1103,1/1/2014,12/31/9999
665610,Regenmessstationen,166001103,6600,1103,1/1/2008,12/31/9999
665620,Dichtheitsprüfung nach § 61a,166001103,6600,1103,9/1/2010,12/31/9999
665800,Kanalneubau,166000000,6600,0000,1/1/2015,12/31/9999
665840,PK-AA übergreifend,166001103,6600,1103,1/1/2015,12/31/9999
665860,PK-Kanalbau,166001103,6600,1103,1/1/2015,12/31/9999
666800,Unterhaltung Str.,166000000,6600,0000,1/1/2008,12/31/9999
666801,Bauhof,166000000,6600,0000,1/1/2008,12/31/9999
667801,Sondernutzung,166000000,6600,0000,1/1/2008,12/31/9999
667802,Vermesser,166000000,6600,0000,1/1/2008,12/31/9999
667803,Zentrale Beschaffung,166000000,6600,0000,1/1/2008,12/31/9999
680001,Bezirk 35,168001300,6800,1300,1/1/2007,12/31/9999
680010,Sammler Öffentliches Grün,168001301,6800,1301,1/1/2006,12/31/9999
680011,Sammler AIB,168001301,6800,1301,1/1/2006,12/31/9999
680013,Sammler Spielgeräte Stadtgebiet,168001301,6800,1301,1/1/2013,12/31/9999
680014,Sammler Spielplätze Stadtgebiet,168001301,6800,1301,1/1/2013,12/31/9999
680020,Sammler Forstwirtschaft,168001302,6800,1302,1/1/2006,12/31/9999
680800,AL / Sekret.,168001300,6800,1300,1/1/2006,12/31/9999
680801,68-0 Verw.abtl.,168001300,6800,1300,1/1/2006,12/31/9999
680802,Koordinierungsstelle,168001300,6800,1300,10/1/2014,12/31/9999
680888,Sammler Freistellungen,168001300,6800,1300,1/1/2006,12/31/9999
681800,68-1 Bauabtl. Regie,168001300,6800,1300,1/1/2006,12/31/9999
681801,Bezirk 01,168001300,6800,1300,1/1/2006,12/31/9999
681802,Bezirk 02,168001300,6800,1300,1/1/2006,12/31/9999
